,team,result,details,drive_start,game_id
1206,ari,TOUCHDOWN,"6 PLAYS, 87 YARDS, 3:07",1st & 10 at ARI 13,401326389
1207,lar,TOUCHDOWN,"9 PLAYS, 75 YARDS, 4:58",1st & 10 at LAR 25,401326389
1208,ari,TOUCHDOWN,"11 PLAYS, 75 YARDS, 5:08",1st & 10 at ARI 25,401326389
1209,lar,FUMBLE,"1 PLAY, 0 YARDS, 0:09",1st & 10 at LAR 25,401326389
1210,ari,TOUCHDOWN,"5 PLAYS, 21 YARDS, 1:51",1st & 10 at LAR 21,401326389
1211,lar,PUNT,"6 PLAYS, 26 YARDS, 1:18",1st & 10 at LAR 25,401326389
1212,ari,PUNT,"3 PLAYS, 3 YARDS, 0:45",1st & 10 at ARI 12,401326389
1213,lar,FIELD GOAL,"9 PLAYS, 48 YARDS, 3:19",1st & 10 at LAR 48,401326389
1214,ari,FIELD GOAL,"17 PLAYS, 70 YARDS, 3:18",1st & 10 at ARI 25,401326389
1215,lar,END OF HALF,"1 PLAY, -1 YARD, 0:04",1st & 10 at LAR 25,401326389
1216,ari,FIELD GOAL,"10 PLAYS, 38 YARDS, 4:45",1st & 10 at ARI 25,401326389
1217,lar,MISSED FG,"8 PLAYS, 48 YARDS, 3:52",1st & 10 at LAR 25,401326389
1218,ari,TOUCHDOWN,"9 PLAYS, 64 YARDS, 5:09",1st & 10 at ARI 36,401326389
1219,lar,DOWNS,"13 PLAYS, 74 YARDS, 4:09",1st & 10 at LAR 25,401326389
1220,ari,FIELD GOAL,"12 PLAYS, 94 YARDS, 8:27",1st & 10 at ARI 1,401326389
1221,lar,TOUCHDOWN,"9 PLAYS, 75 YARDS, 2:24",1st & 10 at LAR 25,401326389
1222,ari,END OF GAME,"2 PLAYS, -2 YARDS, 1:14",1st & 10 at ARI 14,401326389
1223,sea,PUNT,"3 PLAYS, 6 YARDS, 1:12",1st & 10 at SEA 25,401326390
1224,sf,TOUCHDOWN,"8 PLAYS, 71 YARDS, 4:13",1st & 10 at SF 29,401326390
1225,sea,PUNT,"3 PLAYS, -4 YARDS, 2:18",1st & 10 at SEA 36,401326390
1226,sf,INTERCEPTION,"5 PLAYS, 18 YARDS, 1:57",1st & 10 at SF 18,401326390
1227,sea,PUNT,"3 PLAYS, -5 YARDS, 1:43",1st & 10 at SF 38,401326390
1228,sf,MISSED FG,"9 PLAYS, 68 YARDS, 5:06",1st & 10 at SF 9,401326390
1229,sea,PUNT,"3 PLAYS, -10 YARDS, 2:22",1st & 10 at SEA 31,401326390
1230,sf,PUNT,"8 PLAYS, 27 YARDS, 3:17",1st & 10 at SF 14,401326390
1231,sea,PUNT,"3 PLAYS, 1 YARD, 1:26",1st & 10 at SEA 7,401326390
1232,sf,PUNT,"3 PLAYS, 4 YARDS, 1:37",1st & 10 at SF 42,401326390
1233,sea,TOUCHDOWN,"6 PLAYS, 80 YARDS, 2:55",1st & 10 at SEA 20,401326390
1234,sf,PUNT,"5 PLAYS, 21 YARDS, 1:16",1st & 10 at SF 25,401326390
1235,sea,END OF HALF,"2 PLAYS, 7 YARDS, 0:38",1st & 10 at SEA 6,401326390
1236,sf,PUNT,"4 PLAYS, 22 YARDS, 2:46",1st & 10 at SF 25,401326390
1237,sea,PUNT,"4 PLAYS, 7 YARDS, 2:17",1st & 10 at SEA 16,401326390
1238,sf,PUNT,"3 PLAYS, 6 YARDS, 1:04",1st & 10 at SF 26,401326390
1239,sea,TOUCHDOWN,"7 PLAYS, 66 YARDS, 3:31",1st & 10 at SEA 34,401326390
1240,sf,FUMBLE,"0 PLAYS, 0 YARDS, 0:06",,401326390
1241,sea,TOUCHDOWN,"2 PLAYS, 14 YARDS, 0:50",1st & 10 at SF 14,401326390
1242,sf,TOUCHDOWN,"4 PLAYS, 89 YARDS, 2:16",1st & 10 at SF 11,401326390
1243,sea,TOUCHDOWN,"10 PLAYS, 81 YARDS, 5:03",1st & 10 at SEA 19,401326390
1244,sf,PUNT,"3 PLAYS, 2 YARDS, 1:33",1st & 10 at SF 15,401326390
1245,sea,PUNT,"3 PLAYS, 0 YARDS, 1:03",1st & 10 at 50,401326390
1246,sf,DOWNS,"8 PLAYS, 29 YARDS, 3:19",1st & 10 at SF 20,401326390
1247,sea,PUNT,"3 PLAYS, 6 YARDS, 1:42",1st & 10 at SF 49,401326390
1248,sf,TOUCHDOWN,"13 PLAYS, 80 YARDS, 3:10",1st & 10 at SF 20,401326390
1249,sea,END OF GAME,"2 PLAYS, -2 YARDS, 1:20",1st & 10 at SEA 46,401326390
1250,den,PUNT,"6 PLAYS, 17 YARDS, 3:02",1st & 10 at DEN 25,401326391
1251,bal,PUNT,"6 PLAYS, 13 YARDS, 2:50",1st & 10 at BAL 20,401326391
1252,den,PUNT,"4 PLAYS, 20 YARDS, 1:30",1st & 10 at DEN 33,401326391
1253,bal,PUNT,"4 PLAYS, 28 YARDS, 2:41",1st & 10 at BAL 20,401326391
1254,den,PUNT,"5 PLAYS, 19 YARDS, 2:34",1st & 10 at DEN 20,401326391
1255,bal,PUNT,"3 PLAYS, 3 YARDS, 0:58",1st & 10 at BAL 4,401326391
1256,den,TOUCHDOWN,"5 PLAYS, 57 YARDS, 2:07",1st & 10 at DEN 43,401326391
1257,bal,TOUCHDOWN,"8 PLAYS, 75 YARDS, 3:57",1st & 10 at BAL 25,401326391
1258,den,PUNT,"3 PLAYS, -3 YARDS, 1:45",1st & 10 at DEN 24,401326391
1259,bal,TOUCHDOWN,"4 PLAYS, 60 YARDS, 1:27",1st & 10 at BAL 40,401326391
1260,den,PUNT,"5 PLAYS, 29 YARDS, 3:10",1st & 10 at DEN 21,401326391
1261,bal,PUNT,"4 PLAYS, 34 YARDS, 2:57",1st & 10 at BAL 11,401326391
1262,den,PUNT,"3 PLAYS, -5 YARDS, 0:31",1st & 10 at DEN 17,401326391
1263,bal,FIELD GOAL,"5 PLAYS, 4 YARDS, 0:31",1st & 10 at DEN 26,401326391
1264,bal,PUNT,"3 PLAYS, 4 YARDS, 1:39",1st & 10 at BAL 25,401326391
1265,den,PUNT,"8 PLAYS, 22 YARDS, 4:44",1st & 10 at DEN 22,401326391
1266,bal,PUNT,"4 PLAYS, 5 YARDS, 1:42",1st & 10 at BAL 12,401326391
1267,den,PUNT,"5 PLAYS, 13 YARDS, 2:37",1st & 10 at DEN 35,401326391
1268,bal,FIELD GOAL,"13 PLAYS, 48 YARDS, 5:41",1st & 10 at BAL 24,401326391
1269,den,PUNT,"3 PLAYS, 5 YARDS, 1:04",1st & 10 at DEN 25,401326391
1270,bal,PUNT,"3 PLAYS, 9 YARDS, 2:06",1st & 10 at BAL 2,401326391
1271,den,PUNT,"4 PLAYS, 0 YARDS, 2:01",1st & 10 at DEN 47,401326391
1272,bal,FIELD GOAL,"15 PLAYS, 78 YARDS, 6:35",1st & 10 at BAL 20,401326391
1273,den,INTERCEPTION,"8 PLAYS, 70 YARDS, 1:48",1st & 10 at DEN 25,401326391
1274,bal,END OF GAME,"1 PLAY, 5 YARDS, 0:03",1st & 10 at BAL 20,401326391
1275,pit,TOUCHDOWN,"8 PLAYS, 75 YARDS, 4:56",1st & 10 at PIT 25,401326392
1276,gb,PUNT,"8 PLAYS, 38 YARDS, 5:54",1st & 10 at GB 22,401326392
1277,pit,PUNT,"3 PLAYS, 5 YARDS, 0:57",1st & 10 at PIT 4,401326392
1278,gb,TOUCHDOWN,"13 PLAYS, 64 YARDS, 4:51",1st & 10 at GB 36,401326392
1279,pit,FUMBLE,"3 PLAYS, -2 YARDS, 0:54",1st & 10 at PIT 25,401326392
1280,gb,TOUCHDOWN,"4 PLAYS, 23 YARDS, 1:33",1st & 10 at PIT 23,401326392
1281,pit,FIELD GOAL,"10 PLAYS, 41 YARDS, 5:14",1st & 10 at PIT 25,401326392
1282,gb,FIELD GOAL,"13 PLAYS, 76 YARDS, 5:36",1st & 10 at GB 16,401326392
1283,pit,END OF HALF,"0 PLAYS, 0 YARDS, 0:05",,401326392
1284,gb,FIELD GOAL,"12 PLAYS, 64 YARDS, 5:29",1st & 10 at GB 25,401326392
1285,pit,PUNT,"5 PLAYS, 12 YARDS, 2:30",1st & 10 at PIT 8,401326392
1286,gb,TOUCHDOWN,"4 PLAYS, 40 YARDS, 2:15",1st & 10 at PIT 40,401326392
1287,pit,DOWNS,"7 PLAYS, 31 YARDS, 2:13",1st & 10 at PIT 36,401326392
1288,gb,FUMBLE,"2 PLAYS, 29 YARDS, 0:52",1st & 10 at GB 33,401326392
1289,pit,PUNT,"6 PLAYS, 23 YARDS, 2:27",1st & 10 at PIT 35,401326392
1290,gb,PUNT,"3 PLAYS, 1 YARD, 1:39",1st & 10 at GB 5,401326392
1291,pit,DOWNS,"7 PLAYS, 18 YARDS, 2:30",1st & 10 at PIT 37,401326392
1292,gb,DOWNS,"7 PLAYS, 20 YARDS, 3:08",1st & 10 at GB 45,401326392
1293,pit,TOUCHDOWN,"8 PLAYS, 65 YARDS, 2:53",1st & 10 at PIT 45,401326392
1294,gb,PUNT,"6 PLAYS, 15 YARDS, 2:13",1st & 10 at GB 25,401326392
1295,pit,INTERCEPTION,"2 PLAYS, 4 YARDS, 0:40",1st & 10 at PIT 29,401326392
1296,gb,END OF GAME,"2 PLAYS, -2 YARDS, 1:11",1st & 10 at GB 42,401326392
1297,ne,PUNT,"5 PLAYS, 12 YARDS, 2:06",1st & 10 at NE 40,401326393
1298,tb,PUNT,"6 PLAYS, 34 YARDS, 2:59",1st & 10 at TB 11,401326393
1299,ne,PUNT,"3 PLAYS, 3 YARDS, 1:13",1st & 10 at NE 20,401326393
1300,tb,FIELD GOAL,"10 PLAYS, 71 YARDS, 3:53",1st & 10 at TB 18,401326393
1301,ne,INTERCEPTION,"4 PLAYS, 17 YARDS, 1:10",1st & 10 at NE 25,401326393
1302,tb,MISSED FG,"10 PLAYS, 48 YARDS, 3:50",1st & 10 at TB 34,401326393
1303,ne,TOUCHDOWN,"11 PLAYS, 74 YARDS, 6:21",1st & 10 at NE 26,401326393
1304,tb,PUNT,"6 PLAYS, 5 YARDS, 3:34",1st & 10 at TB 25,401326393
1305,ne,PUNT,"5 PLAYS, 19 YARDS, 3:05",1st & 10 at NE 32,401326393
1306,tb,FIELD GOAL,"8 PLAYS, 69 YARDS, 1:36",1st & 10 at TB 5,401326393
1307,ne,END OF HALF,"1 PLAY, -1 YARD, 0:13",1st & 10 at NE 25,401326393
1308,tb,PUNT,"3 PLAYS, 1 YARD, 2:14",1st & 10 at TB 14,401326393
1309,ne,FUMBLE,"3 PLAYS, 10 YARDS, 1:35",1st & 10 at TB 38,401326393
1310,tb,PUNT,"3 PLAYS, 8 YARDS, 1:30",1st & 10 at TB 32,401326393
1311,ne,PUNT,"3 PLAYS, -17 YARDS, 2:24",1st & 10 at NE 23,401326393
1312,tb,TOUCHDOWN,"8 PLAYS, 52 YARDS, 3:48",1st & 10 at TB 48,401326393
1313,ne,TOUCHDOWN,"7 PLAYS, 77 YARDS, 3:32",1st & 10 at NE 23,401326393
1314,tb,FIELD GOAL,"15 PLAYS, 68 YARDS, 6:59",1st & 10 at TB 24,401326393
1315,ne,FIELD GOAL,"8 PLAYS, 66 YARDS, 3:24",1st & 10 at NE 25,401326393
1316,tb,FIELD GOAL,"7 PLAYS, 45 YARDS, 2:37",1st & 10 at TB 25,401326393
1317,ne,MISSED FG,"6 PLAYS, 38 YARDS, 1:02",1st & 10 at NE 25,401326393
1318,tb,END OF GAME,"3 PLAYS, -3 YARDS, 0:55",1st & 10 at TB 46,401326393
1319,lac,TOUCHDOWN,"12 PLAYS, 75 YARDS, 6:59",1st & 10 at LAC 25,401326394
1320,lv,PUNT,"3 PLAYS, 3 YARDS, 1:40",1st & 10 at LV 30,401326394
1321,lac,PUNT,"3 PLAYS, 5 YARDS, 0:57",1st & 10 at LAC 24,401326394
1322,lv,PUNT,"3 PLAYS, -8 YARDS, 1:19",1st & 10 at LV 23,401326394
1323,lac,DOWNS,"5 PLAYS, 19 YARDS, 2:06",1st & 10 at LAC 40,401326394
1324,lv,PUNT,"3 PLAYS, 0 YARDS, 2:09",1st & 10 at LV 41,401326394
1325,lac,PUNT,"3 PLAYS, 8 YARDS, 1:24",1st & 10 at LAC 10,401326394
1326,lv,DOWNS,"4 PLAYS, 7 YARDS, 1:52",1st & 10 at LAC 44,401326394
1327,lac,PUNT,"3 PLAYS, 7 YARDS, 1:54",1st & 10 at LAC 37,401326394
1328,lv,PUNT,"6 PLAYS, 18 YARDS, 1:49",1st & 10 at LV 15,401326394
1329,lac,TOUCHDOWN,"6 PLAYS, 80 YARDS, 3:35",1st & 10 at LAC 20,401326394
1330,lv,PUNT,"3 PLAYS, 9 YARDS, 1:32",1st & 10 at LV 8,401326394
1331,lac,TOUCHDOWN,"9 PLAYS, 69 YARDS, 2:15",1st & 10 at LAC 31,401326394
1332,lv,END OF HALF,"2 PLAYS, -3 YARDS, 0:29",1st & 10 at LV 30,401326394
1333,lv,TOUCHDOWN,"11 PLAYS, 78 YARDS, 5:59",1st & 10 at LV 22,401326394
1334,lac,PUNT,"9 PLAYS, 19 YARDS, 4:22",1st & 10 at LAC 27,401326394
1335,lv,TOUCHDOWN,"6 PLAYS, 81 YARDS, 2:55",1st & 10 at LV 19,401326394
1336,lac,PUNT,"9 PLAYS, 37 YARDS, 3:18",1st & 10 at LAC 15,401326394
1337,lv,MISSED FG,"5 PLAYS, 52 YARDS, 2:48",1st & 10 at LV 14,401326394
1338,lac,TOUCHDOWN,"10 PLAYS, 58 YARDS, 5:18",1st & 10 at LAC 42,401326394
1339,lv,INTERCEPTION,"7 PLAYS, 28 YARDS, 2:06",1st & 10 at LV 25,401326394
1340,lac,PUNT,"4 PLAYS, 20 YARDS, 1:23",1st & 10 at LAC 44,401326394
1341,lv,DOWNS,"4 PLAYS, 3 YARDS, 0:40",1st & 10 at LV 10,401326394
1342,lac,END OF GAME,"2 PLAYS, -2 YARDS, 1:11",1st & 10 at LV 13,401326394
1343,lar,PUNT,"5 PLAYS, 20 YARDS, 2:44",1st & 10 at LAR 16,401326395
1344,sea,PUNT,"4 PLAYS, 32 YARDS, 1:42",1st & 10 at 50,401326395
1345,lar,PUNT,"6 PLAYS, 24 YARDS, 3:23",1st & 10 at LAR 12,401326395
1346,sea,DOWNS,"8 PLAYS, 51 YARDS, 4:12",1st & 10 at SEA 19,401326395
1347,lar,INTERCEPTION,"8 PLAYS, 62 YARDS, 3:12",1st & 10 at LAR 30,401326395
1348,sea,INTERCEPTION,"4 PLAYS, 13 YARDS, 1:54",1st & 10 at SEA 20,401326395
1349,lar,PUNT,"3 PLAYS, 2 YARDS, 2:12",1st & 10 at LAR 48,401326395
1350,sea,TOUCHDOWN,"3 PLAYS, 83 YARDS, 1:37",1st & 10 at SEA 17,401326395
1351,lar,FIELD GOAL,"14 PLAYS, 63 YARDS, 7:56",1st & 10 at LAR 24,401326395
1352,sea,MISSED FG,"5 PLAYS, 55 YARDS, 1:06",1st & 10 at SEA 28,401326395
1353,lar,END OF HALF,"1 PLAY, -1 YARD, 0:02",1st & 10 at LAR 25,401326395
1354,sea,PUNT,"7 PLAYS, 19 YARDS, 3:57",1st & 10 at SEA 26,401326395
1355,lar,TOUCHDOWN,"8 PLAYS, 96 YARDS, 3:07",1st & 10 at LAR 4,401326395
1356,sea,PUNT,"3 PLAYS, 1 YARD, 1:05",1st & 10 at SEA 40,401326395
1357,lar,TOUCHDOWN,"5 PLAYS, 82 YARDS, 2:05",1st & 10 at LAR 18,401326395
1358,sea,PUNT,"3 PLAYS, -4 YARDS, 2:04",1st & 10 at SEA 25,401326395
1359,lar,PUNT,"5 PLAYS, 33 YARDS, 3:00",1st & 10 at LAR 11,401326395
1360,sea,TOUCHDOWN,"10 PLAYS, 98 YARDS, 5:26",1st & 10 at SEA 2,401326395
1361,lar,TOUCHDOWN,"6 PLAYS, 73 YARDS, 3:08",1st & 10 at LAR 27,401326395
1362,sea,FIELD GOAL,"11 PLAYS, 46 YARDS, 3:23",1st & 10 at SEA 40,401326395
1363,lar,PUNT,"4 PLAYS, 14 YARDS, 0:36",1st & 10 at LAR 22,401326395
1364,sea,INTERCEPTION,"1 PLAY, 0 YARDS, 0:07",1st & 10 at SEA 16,401326395
1365,lar,FIELD GOAL,"4 PLAYS, 3 YARDS, 1:38",1st & 10 at SEA 32,401326395
1366,sea,END OF GAME,"3 PLAYS, 20 YARDS, 0:24",1st & 10 at SEA 25,401326395
1367,phi,PUNT,"3 PLAYS, -1 YARD, 1:21",1st & 10 at PHI 22,401326396
1368,car,FIELD GOAL,"8 PLAYS, 32 YARDS, 2:27",1st & 10 at CAR 38,401326396
1369,phi,PUNT,"3 PLAYS, 6 YARDS, 1:01",1st & 10 at PHI 25,401326396
1370,car,INTERCEPTION,"2 PLAYS, 1 YARD, 1:09",1st & 10 at CAR 5,401326396
1371,phi,FIELD GOAL,"4 PLAYS, -2 YARDS, 2:15",1st & Goal at CAR 10,401326396
1372,car,TOUCHDOWN,"9 PLAYS, 62 YARDS, 3:38",1st & 10 at CAR 38,401326396
1373,phi,PUNT,"6 PLAYS, 21 YARDS, 2:43",1st & 10 at PHI 25,401326396
1374,car,PUNT,"6 PLAYS, 23 YARDS, 2:35",1st & 10 at CAR 27,401326396
1375,phi,PUNT,"6 PLAYS, 14 YARDS, 2:57",1st & 10 at PHI 8,401326396
1376,car,PUNT,"3 PLAYS, -3 YARDS, 2:09",1st & 10 at CAR 26,401326396
1377,phi,PUNT,"3 PLAYS, -9 YARDS, 1:54",1st & 10 at PHI 33,401326396
1378,car,FIELD GOAL,"6 PLAYS, 15 YARDS, 3:12",1st & 10 at PHI 40,401326396
1379,phi,SAFETY,"1 PLAY, -16 YARDS, 0:13",1st & 10 at PHI 11,401326396
1380,car,PUNT,"5 PLAYS, 19 YARDS, 1:55",1st & 10 at CAR 35,401326396
1381,phi,FIELD GOAL,"5 PLAYS, 44 YARDS, 0:31",1st & 10 at PHI 16,401326396
1382,car,PUNT,"5 PLAYS, 15 YARDS, 2:25",1st & 10 at CAR 16,401326396
1383,phi,FUMBLE,"3 PLAYS, 16 YARDS, 1:31",1st & 10 at CAR 49,401326396
1384,car,PUNT,"3 PLAYS, 2 YARDS, 2:02",1st & 10 at CAR 49,401326396
1385,phi,INTERCEPTION,"1 PLAY, 0 YARDS, 0:06",1st & 10 at PHI 16,401326396
1386,car,INTERCEPTION,"3 PLAYS, -2 YARDS, 1:18",1st & 10 at CAR 45,401326396
1387,phi,PUNT,"3 PLAYS, -8 YARDS, 2:00",1st & 10 at PHI 43,401326396
1388,car,PUNT,"5 PLAYS, 32 YARDS, 3:11",1st & 10 at CAR 28,401326396
1389,phi,TOUCHDOWN,"6 PLAYS, 80 YARDS, 2:19",1st & 10 at PHI 20,401326396
1390,car,FIELD GOAL,"11 PLAYS, 44 YARDS, 6:39",1st & 10 at CAR 25,401326396
1391,phi,DOWNS,"8 PLAYS, 36 YARDS, 2:54",1st & 10 at PHI 25,401326396
1392,car,BLOCKED PUNT,"3 PLAYS, 7 YARDS, 1:42",1st & 10 at CAR 39,401326396
1393,phi,TOUCHDOWN,"4 PLAYS, 27 YARDS, 1:15",1st & 10 at CAR 27,401326396
1394,car,INTERCEPTION,"4 PLAYS, 10 YARDS, 0:41",1st & 10 at CAR 25,401326396
1395,phi,END OF GAME,"7 PLAYS, 33 YARDS, 1:57",1st & 10 at CAR 43,401326396
1396,gb,PUNT,"6 PLAYS, 33 YARDS, 3:02",1st & 10 at GB 25,401326397
1397,cin,PUNT,"3 PLAYS, 9 YARDS, 2:19",1st & 10 at CIN 8,401326397
1398,gb,INTERCEPTION,"2 PLAYS, 15 YARDS, 0:51",1st & 10 at GB 38,401326397
1399,cin,PUNT,"3 PLAYS, 1 YARD, 1:39",1st & 10 at GB 42,401326397
1400,gb,PUNT,"3 PLAYS, 0 YARDS, 0:56",1st & 10 at GB 20,401326397
1401,cin,TOUCHDOWN,"10 PLAYS, 51 YARDS, 4:58",1st & 10 at CIN 49,401326397
1402,gb,TOUCHDOWN,"7 PLAYS, 75 YARDS, 4:26",1st & 10 at GB 25,401326397
1403,cin,PUNT,"3 PLAYS, -1 YARD, 2:05",1st & 10 at CIN 25,401326397
1404,gb,FIELD GOAL,"6 PLAYS, 36 YARDS, 2:20",1st & 10 at GB 38,401326397
1405,cin,PUNT,"3 PLAYS, 7 YARDS, 1:29",1st & 10 at CIN 40,401326397
1406,gb,TOUCHDOWN,"9 PLAYS, 81 YARDS, 4:48",1st & 10 at GB 19,401326397
1407,cin,TOUCHDOWN,"2 PLAYS, 75 YARDS, 0:31",1st & 10 at CIN 25,401326397
1408,gb,END OF HALF,"1 PLAY, -11 YARDS, 0:36",1st & 10 at GB 25,401326397
1409,cin,INTERCEPTION,"3 PLAYS, 32 YARDS, 1:37",1st & 10 at CIN 23,401326397
1410,gb,FIELD GOAL,"12 PLAYS, 56 YARDS, 7:38",1st & 10 at GB 18,401326397
1411,cin,PUNT,"10 PLAYS, 35 YARDS, 5:37",1st & 10 at CIN 25,401326397
1412,gb,FIELD GOAL,"7 PLAYS, 81 YARDS, 3:48",1st & 10 at GB 15,401326397
1413,cin,TOUCHDOWN,"13 PLAYS, 75 YARDS, 7:53",1st & 10 at CIN 25,401326397
1414,gb,MISSED FG,"5 PLAYS, 57 YARDS, 1:15",1st & 10 at GB 25,401326397
1415,cin,MISSED FG,"9 PLAYS, 35 YARDS, 1:51",1st & 10 at CIN 26,401326397
1416,gb,MISSED FG,"3 PLAYS, 20 YARDS, 0:21",1st & 10 at GB 47,401326397
1417,cin,INTERCEPTION,"1 PLAY, 0 YARDS, 0:13",1st & 10 at CIN 25,401326397
1418,gb,MISSED FG,"3 PLAYS, -5 YARDS, 1:39",1st & 10 at CIN 17,401326397
1419,cin,MISSED FG,"7 PLAYS, 38 YARDS, 3:54",1st & 10 at CIN 30,401326397
1420,gb,FIELD GOAL,"6 PLAYS, 29 YARDS, 2:19",1st & 10 at GB 39,401326397
1421,hou,TOUCHDOWN,"18 PLAYS, 79 YARDS, 10:06",1st & 10 at HOU 21,401326398
1422,ne,TOUCHDOWN,"10 PLAYS, 60 YARDS, 5:37",1st & 10 at NE 40,401326398
1423,hou,TOUCHDOWN,"3 PLAYS, 75 YARDS, 1:21",1st & 10 at HOU 25,401326398
1424,ne,FUMBLE,"8 PLAYS, 77 YARDS, 4:08",1st & 10 at NE 22,401326398
1425,hou,FIELD GOAL,"15 PLAYS, 65 YARDS, 7:11",1st & 10 at HOU 20,401326398
1426,ne,FIELD GOAL,"9 PLAYS, 42 YARDS, 1:35",1st & 10 at NE 24,401326398
1427,hou,END OF HALF,"0 PLAYS, 0 YARDS, 0:02",,401326398
1428,ne,INTERCEPTION,"2 PLAYS, 0 YARDS, 0:47",1st & 10 at NE 27,401326398
1429,hou,TOUCHDOWN,"2 PLAYS, 44 YARDS, 0:42",1st & 10 at NE 44,401326398
1430,ne,PUNT,"3 PLAYS, 0 YARDS, 1:48",1st & 10 at NE 25,401326398
1431,hou,PUNT,"3 PLAYS, 8 YARDS, 1:21",1st & 10 at HOU 28,401326398
1432,ne,FIELD GOAL,"4 PLAYS, 3 YARDS, 1:57",1st & 10 at HOU 36,401326398
1433,hou,PUNT,"5 PLAYS, 6 YARDS, 2:37",1st & 10 at HOU 23,401326398
1434,ne,FIELD GOAL,"7 PLAYS, 47 YARDS, 3:58",1st & 10 at NE 39,401326398
1435,hou,MISSED FG,"7 PLAYS, 40 YARDS, 3:25",1st & 10 at HOU 22,401326398
1436,ne,TOUCHDOWN,"7 PLAYS, 54 YARDS, 3:54",1st & 10 at NE 46,401326398
1437,hou,PUNT,"3 PLAYS, 8 YARDS, 2:16",1st & 10 at HOU 25,401326398
1438,ne,FIELD GOAL,"15 PLAYS, 84 YARDS, 7:00",1st & 10 at NE 13,401326398
1439,hou,FUMBLE,"2 PLAYS, 7 YARDS, 0:15",1st & 10 at HOU 25,401326398
1440,jax,FUMBLE TOUCHDOWN,"3 PLAYS, 5 YARDS, 1:00",1st & 10 at JAX 25,401326399
1441,jax,TOUCHDOWN,"5 PLAYS, 75 YARDS, 2:39",1st & 10 at JAX 25,401326399
1442,ten,PUNT,"5 PLAYS, 18 YARDS, 3:16",1st & 10 at TEN 25,401326399
1443,jax,PUNT,"4 PLAYS, 19 YARDS, 3:19",1st & 10 at JAX 18,401326399
1444,ten,TOUCHDOWN,"11 PLAYS, 79 YARDS, 4:50",1st & 10 at TEN 21,401326399
1445,jax,TOUCHDOWN,"9 PLAYS, 70 YARDS, 5:01",1st & 10 at JAX 30,401326399
1446,ten,TOUCHDOWN,"8 PLAYS, 75 YARDS, 4:06",1st & 10 at TEN 25,401326399
1447,jax,MISSED FG,"8 PLAYS, 42 YARDS, 3:27",1st & 10 at JAX 24,401326399
1448,ten,FIELD GOAL,"7 PLAYS, 41 YARDS, 1:51",1st & 10 at TEN 43,401326399
1449,jax,END OF HALF,"4 PLAYS, 25 YARDS, 0:31",1st & 10 at JAX 24,401326399
1450,ten,TOUCHDOWN,"11 PLAYS, 75 YARDS, 5:12",1st & 10 at TEN 25,401326399
1451,jax,PUNT,"3 PLAYS, -4 YARDS, 1:52",1st & 10 at JAX 18,401326399
1452,ten,PUNT,"7 PLAYS, 7 YARDS, 4:20",1st & 10 at TEN 48,401326399
1453,jax,TOUCHDOWN,"10 PLAYS, 80 YARDS, 4:46",1st & 10 at JAX 20,401326399
1454,ten,PUNT,"3 PLAYS, 1 YARD, 1:29",1st & 10 at TEN 25,401326399
1455,jax,DOWNS,"7 PLAYS, 66 YARDS, 2:01",1st & 10 at JAX 30,401326399
1456,ten,PUNT,"5 PLAYS, 21 YARDS, 4:24",1st & 10 at TEN 4,401326399
1457,jax,DOWNS,"4 PLAYS, 6 YARDS, 2:00",1st & 10 at JAX 33,401326399
1458,ten,TOUCHDOWN,"5 PLAYS, 39 YARDS, 2:02",1st & 10 at JAX 39,401326399
1459,jax,INTERCEPTION,"10 PLAYS, 69 YARDS, 1:54",1st & 10 at JAX 25,401326399
1460,det,FIELD GOAL,"10 PLAYS, 54 YARDS, 4:26",1st & 10 at DET 25,401326400
1461,min,FIELD GOAL,"10 PLAYS, 55 YARDS, 4:04",1st & 10 at MIN 25,401326400
1462,det,FUMBLE,"10 PLAYS, 40 YARDS, 5:36",1st & 10 at DET 25,401326400
1463,min,FIELD GOAL,"11 PLAYS, 45 YARDS, 6:04",1st & 10 at MIN 35,401326400
1464,det,PUNT,"5 PLAYS, 20 YARDS, 3:14",1st & 10 at DET 25,401326400
1465,min,TOUCHDOWN,"8 PLAYS, 88 YARDS, 4:16",1st & 10 at MIN 12,401326400
1466,det,FIELD GOAL,"9 PLAYS, 41 YARDS, 1:39",1st & 10 at DET 25,401326400
1467,min,END OF HALF,"2 PLAYS, 6 YARDS, 0:41",1st & 10 at MIN 19,401326400
1468,min,PUNT,"3 PLAYS, 2 YARDS, 2:14",1st & 10 at MIN 25,401326400
1469,det,INTERCEPTION,"5 PLAYS, 35 YARDS, 2:48",1st & 10 at DET 37,401326400
1470,min,PUNT,"3 PLAYS, -4 YARDS, 2:41",1st & 10 at MIN 37,401326400
1471,det,PUNT,"6 PLAYS, 15 YARDS, 2:48",1st & 10 at DET 13,401326400
1472,min,INTERCEPTION,"7 PLAYS, 72 YARDS, 3:17",1st & 10 at MIN 5,401326400
1473,det,PUNT,"3 PLAYS, 7 YARDS, 2:06",1st & 10 at DET 21,401326400
1474,min,PUNT,"3 PLAYS, 6 YARDS, 2:05",1st & 10 at MIN 27,401326400
1475,det,PUNT,"4 PLAYS, 32 YARDS, 2:22",1st & 10 at DET 21,401326400
1476,min,FIELD GOAL,"10 PLAYS, 43 YARDS, 5:11",1st & 10 at MIN 20,401326400
